14.637,8.493,54.659,-11.411,60.626,-16.23,72.257,16.316,13.718,4.0961
-0.68538,-28.939,-68.094,61.779,-25.42,-38.321,-101.51,0.15899,57.606,36.248
-0.86451,-12.315,0.36723,-1.3199,-21.682,-16.046,4.8478,-0.10249,15.511,21.115
-1.1807,-44.238,81.101,-42.961,63.987,-39.067,47.345,-10.527,49.797,52.656
-3.9622,-32.129,-18.546,27.586,-37.7,-36.505,-52.645,-1.6856,62.23,22.302
-5.5759,-58.709,-78.296,-30.607,-52.436,-43.069,-79.495,-19.81,82.282,50.874
5.5181,-36.485,62.991,-0.060495,36.307,-43.051,65.461,-3.1162,27.366,47.228
-11.776,-41.486,-63.775,16.544,-46.345,-15.318,-78.556,-10.275,65.054,62.993
13.808,-19.896,11.557,-18.339,0.97538,-28.207,12.296,5.3398,50.086,25.816
-8.2625,-69.427,-95.309,-36.929,6.3029,-57.813,-91.894,-13.463,75.546,87.576
5.7238,-23.675,-18.626,-5.6733,31.312,-17.751,-21.261,-4.3976,9.2747,11.286
0.50874,-14.063,-30.112,-2.7565,-33.472,-13.824,-23.505,-5.5227,-10.596,24.536
19.222,-30.422,0.76953,13.266,30.906,-31.951,-6.4557,11.879,33.146,40.969
5.7178,-18.451,-159.64,-34.966,-49.192,-32.887,-183.03,6.6597,63.602,2.5584
